,Brand,Model,Variant,Gear,Engine(CC),Max_Power(BHP),Torque(Nm),Mileage,Fuel,Color,Owner,Seats,Location,Insurance,Price,Year
0,Datsun,RediGO,1.0 T Option,Manual,999,67,91.0,22.5,Petrol,Silver,1,5,Bangalore,Third Party insurance,328500,2017
1,Ford,Ecosport,1.5 DV5 MT Titanium,Manual,1498,89,204.0,22.7,Diesel,None,1,5,Bangalore,Third Party insurance,605865,2014
2,Ford,Ecosport,1.5 DV5 MT Titanium,Manual,1498,89,204.0,22.7,Diesel,None,1,5,Bangalore,Third Party insurance,584000,2014
3,Ford,Ecosport,Titanium Diesel,Manual,1498,99,215.0,21.7,Diesel,None,2,5,Bangalore,Third Party insurance,622500,2014
4,Ford,Fiesta,1.4 Duratorq LXI,Manual,1388,67,160.0,18.6,Diesel,None,2,5,Bangalore,Third Party insurance,256000,2012
5,Ford,Figo,1.5 TDCi Titanium Opt,Manual,1498,99,215.0,25.83,Diesel,None,1,5,Bangalore,Third Party insurance,623500,2018
6,Ford,Figo,Diesel Titanium,Manual,1399,68,160.0,20.0,Diesel,None,1,5,Bangalore,Third Party insurance,318000,2012
7,Ford,Figo,Diesel ZXI,Manual,1399,68,160.0,20.0,Diesel,Silver,1,5,Bangalore,Third Party insurance,285000,2013
8,Ford,Figo,Titanium Diesel,Manual,1499,98,215.0,24.4,Diesel,None,1,5,Bangalore,Third Party insurance,581000,2017
9,Ford,Figo,Titanium Diesel,Manual,1499,98,215.0,24.4,Diesel,None,1,5,Bangalore,Third Party insurance,601500,2017
10,Honda,Amaze,S i-Vtech,Manual,1198,86,109.0,18.0,Petrol,Other,1,5,Bangalore,Third Party insurance,481500,2015
11,Honda,Amaze,S i-Vtech,Manual,1198,86,109.0,18.0,Petrol,Other,1,5,Bangalore,Third Party insurance,457500,2015
12,Honda,Amaze,SX i DTEC,Manual,1498,98,200.0,25.8,Diesel,Other,1,5,Bangalore,Third Party insurance,584000,2017
13,Honda,Brio,1.2 E MT,Manual,1198,86,109.0,18.5,Petrol,Grey,1,5,Bangalore,Third Party insurance,380000,2016
14,Honda,Brio,1.2 S MT,Manual,1198,86,109.0,18.5,Petrol,Silver,1,5,Bangalore,Third Party insurance,480500,2017
15,Honda,Brio,1.2 S MT,Manual,1198,86,109.0,18.5,Petrol,Other,1,5,Bangalore,Third Party insurance,340000,2013
16,Honda,Brio,1.2 VX AT,Automatic,1198,86,109.0,16.5,Petrol,None,1,5,Bangalore,Third Party insurance,420000,2014
17,Honda,Brio,AT,Automatic,1198,86,109.0,18.4,Petrol,None,2,5,Bangalore,Third Party insurance,404500,2012
18,Honda,Brio,S MT,Manual,1198,86,109.0,19.4,Petrol,Blue,1,5,Bangalore,Third Party insurance,306000,2012
19,Honda,Brio,S MT,Manual,1198,86,109.0,19.4,Petrol,Other,2,5,Bangalore,Third Party insurance,300000,2013
20,Honda,Brio,V MT,Manual,1198,86,109.0,19.4,Petrol,None,1,5,Bangalore,Third Party insurance,400000,2014
21,Honda,City,i DTEC V,Manual,1498,98,200.0,26.0,Diesel,None,1,5,Bangalore,Third Party insurance,761000,2015
22,Honda,City,i VTEC CVT VX,Automatic,1497,117,145.0,18.0,Petrol,None,1,5,Bangalore,Third Party insurance,917000,2016
23,Honda,City,i VTEC SV,Manual,1497,117,145.0,17.4,Petrol,Other,1,5,Bangalore,Third Party insurance,637000,2014
24,Honda,City,V MT,Manual,1497,116,146.0,16.8,Petrol,None,1,5,Bangalore,Third Party insurance,478000,2012
25,Honda,City,ZX CVT,Automatic,1497,117,145.0,17.4,Petrol,None,1,5,Bangalore,Third Party insurance,1049500,2018
26,Honda,Jazz,1.2 S i VTEC,Manual,1199,88,110.0,18.7,Petrol,Other,1,5,Bangalore,Third Party insurance,651000,2017
27,Honda,Jazz,1.2 SV i VTEC,Manual,1199,88,110.0,18.7,Petrol,Other,2,5,Bangalore,Third Party insurance,600000,2015
28,Honda,Jazz,1.2 V AT i VTEC,Automatic,1199,88,110.0,19.0,Petrol,None,1,5,Bangalore,Third Party insurance,740000,2017
29,Honda,Jazz,1.2 V i VTEC,Manual,1199,88,110.0,18.7,Petrol,None,1,5,Bangalore,Third Party insurance,580000,2016
30,Honda,Jazz,1.2 VX i VTEC,Manual,1199,88,110.0,18.7,Petrol,None,1,5,Bangalore,Third Party insurance,587000,2016
31,Honda,Jazz,1.5 V i DTEC,Manual,1498,98,200.0,27.3,Diesel,None,1,5,Bangalore,Third Party insurance,545000,2015
32,Honda,Jazz,1.5 VX i DTEC,Manual,1498,98,200.0,27.3,Diesel,None,1,5,Bangalore,Third Party insurance,660000,2015
33,Honda,Jazz,V CVT,Manual,1199,88,110.0,18.2,Petrol,None,2,5,Bangalore,Not Available,640000,2016
34,Honda,Jazz,V CVT,Automatic,1199,88,110.0,17.1,Petrol,None,2,5,Bangalore,Third Party insurance,673500,2017
35,Honda,Jazz,V,Manual,1199,88,110.0,16.6,Petrol,None,2,5,Bangalore,Third Party insurance,490000,2015
36,Honda,Jazz,V,Manual,1199,88,110.0,16.6,Petrol,None,2,5,Bangalore,Third Party insurance,520000,2016
37,Honda,Jazz,VX CVT,Automatic,1199,88,110.0,18.2,Petrol,None,1,5,Bangalore,Third Party insurance,810000,2019
38,Hyundai,EON,D Lite Plus,Manual,814,55,74.0,21.1,Petrol,Grey,1,5,Bangalore,Not Available,267500,2012
39,Hyundai,EON,D Lite Plus,Manual,814,55,74.0,21.1,Petrol,Grey,2,5,Bangalore,Third Party insurance,313000,2013
40,Hyundai,EON,Era Plus,Manual,814,55,74.0,21.1,Petrol,White,2,5,Bangalore,Third Party insurance,240000,2013
41,Hyundai,EON,Era Plus,Manual,814,55,74.0,21.1,Petrol,Blue,2,5,Bangalore,Not Available,334500,2016
42,Hyundai,EON,Era Plus,Manual,814,55,74.0,21.1,Petrol,Red,1,5,Bangalore,Third Party insurance,360000,2016
43,Hyundai,EON,Era Plus,Manual,814,55,74.0,21.1,Petrol,Red,1,5,Bangalore,Third Party insurance,308500,2016
44,Hyundai,EON,Magna Plus,Manual,814,55,74.0,21.1,Petrol,Other,1,5,Bangalore,Third Party insurance,347500,2015
45,Hyundai,EON,Magna Plus,Manual,814,55,74.0,21.1,Petrol,Blue,1,5,Bangalore,Third Party insurance,380000,2018
46,Hyundai,EON,Magna,Manual,814,55,76.0,22.0,Petrol,None,1,5,Bangalore,Not Available,255000,2013
47,Hyundai,EON,Sportz,Manual,814,55,74.0,21.1,Petrol,Other,1,5,Bangalore,Third Party insurance,357000,2015
48,Hyundai,Grand,1.2 Kappa Asta,Manual,1197,81,113.0,18.9,Petrol,None,1,5,Bangalore,Not Available,615000,2018
49,Hyundai,Grand,1.2 Kappa Asta,Manual,1197,81,113.0,18.9,Petrol,None,1,5,Bangalore,Third Party insurance,530000,2017
50,Hyundai,Grand,1.2 Kappa Magna AT,Automatic,1197,81,113.0,18.9,Petrol,Other,2,5,Bangalore,Third Party insurance,504500,2016
51,Hyundai,Grand,1.2 Kappa Magna BSIV,Manual,1197,81,113.0,18.9,Petrol,Other,2,5,Bangalore,Third Party insurance,453500,2014
52,Hyundai,Grand,1.2 Kappa Magna BSIV,Manual,1197,81,113.0,18.9,Petrol,White,1,5,Bangalore,Third Party insurance,546000,2016
53,Hyundai,Grand,1.2 Kappa Magna BSIV,Manual,1197,81,113.0,18.9,Petrol,Other,1,5,Bangalore,Third Party insurance,510000,2017
54,Hyundai,Grand,1.2 Kappa Sportz BSIV,Manual,1197,81,113.0,18.9,Petrol,Other,1,5,Bangalore,Third Party insurance,585000,2019
55,Hyundai,Grand,Asta Option,Manual,1197,82,114.0,18.9,Petrol,None,1,5,Bangalore,Third Party insurance,435500,2014
56,Hyundai,Grand,Asta Option,Manual,1197,82,114.0,18.9,Petrol,None,2,5,Bangalore,Third Party insurance,429500,2013
57,Hyundai,Grand,Asta,Manual,1197,82,114.0,18.9,Petrol,None,1,5,Bangalore,Third Party insurance,520000,2016
58,Hyundai,Grand,Asta,Manual,1197,82,114.0,18.9,Petrol,None,1,5,Bangalore,Third Party insurance,500000,2015
59,Hyundai,Grand,AT Asta,Automatic,1197,82,114.0,18.9,Petrol,None,1,5,Bangalore,Third Party insurance,540000,2015
60,Hyundai,Grand,AT Asta,Automatic,1197,82,114.0,18.9,Petrol,None,2,5,Bangalore,Third Party insurance,460000,2015
61,Hyundai,Grand,AT Asta,Automatic,1197,82,114.0,18.9,Petrol,None,2,5,Bangalore,Third Party insurance,515500,2015
62,Hyundai,Grand,AT Sportz,Automatic,1197,81,113.0,18.9,Petrol,Orange,1,5,Bangalore,Third Party insurance,630000,2019
63,Hyundai,Grand,CRDi Asta Option,Manual,1120,70,160.0,24.0,Diesel,None,1,5,Bangalore,Third Party insurance,603000,2016
64,Hyundai,Grand,CRDi Sportz,Manual,1120,70,160.0,24.0,Diesel,Other,2,5,Bangalore,Third Party insurance,396000,2014
65,Hyundai,Grand,Magna,Manual,1197,81,113.0,18.9,Petrol,Silver,1,5,Bangalore,Third Party insurance,578000,2019
66,Hyundai,Grand,Magna,Manual,1197,81,113.0,18.9,Petrol,Orange,1,5,Bangalore,Third Party insurance,524000,2017
67,Hyundai,Grand,Magna,Manual,1197,82,114.0,18.9,Petrol,Maroon,1,5,Bangalore,Not Available,475000,2013
68,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Blue,1,5,Bangalore,Third Party insurance,478500,2015
69,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Red,1,5,Bangalore,Third Party insurance,487000,2016
70,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Red,1,5,Bangalore,Third Party insurance,550000,2017
71,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Red,1,5,Bangalore,Third Party insurance,469000,2015
72,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Other,1,5,Bangalore,Third Party insurance,525000,2017
73,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Other,2,5,Bangalore,Third Party insurance,447500,2014
74,Hyundai,Grand,Sportz,Manual,1197,82,114.0,18.9,Petrol,Orange,1,5,Bangalore,Third Party insurance,539000,2017
75,Hyundai,Grand,Sportz,Manual,1197,81,113.0,18.9,Petrol,Other,1,5,Bangalore,Third Party insurance,636500,2019
76,Hyundai,i10,Asta 1.2,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Third Party insurance,250000,2008
77,Hyundai,i10,Era,Manual,1086,68,99.0,19.81,Petrol,Other,2,5,Bangalore,Third Party insurance,284000,2011
78,Hyundai,i10,Era,Manual,1086,68,99.0,19.81,Petrol,Silver,1,5,Bangalore,Third Party insurance,342500,2012
79,Hyundai,i10,Magna 1.1,Manual,1086,68,99.0,19.81,Petrol,Other,2,5,Bangalore,Third Party insurance,241000,2008
80,Hyundai,i10,Magna 1.1L,Manual,1086,68,99.0,19.81,Petrol,Red,1,5,Bangalore,Third Party insurance,398000,2016
81,Hyundai,i10,Magna 1.1L,Manual,1086,68,99.0,19.81,Petrol,Red,1,5,Bangalore,Third Party insurance,349500,2012
82,Hyundai,i10,Magna 1.2,Manual,1197,78,111.0,20.36,Petrol,None,2,5,Bangalore,Third Party insurance,215000,2009
83,Hyundai,i10,Magna 1.2,Manual,1197,78,111.0,20.36,Petrol,None,2,5,Bangalore,Third Party insurance,250000,2010
84,Hyundai,i10,Magna 1.2,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Not Available,296000,2009
85,Hyundai,i10,Sportz 1.1L,Manual,1086,68,99.0,19.81,Petrol,Other,1,5,Bangalore,Not Available,450000,2016
86,Hyundai,i10,Sportz 1.2,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Third Party insurance,300500,2010
87,Hyundai,i10,Sportz AT,Automatic,1197,78,111.0,16.95,Petrol,None,2,5,Bangalore,Third Party insurance,385500,2013
88,Hyundai,i10,Sportz Option,Manual,1197,78,111.0,20.36,Petrol,None,2,5,Bangalore,Third Party insurance,260000,2011
89,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,2,5,Bangalore,Third Party insurance,349500,2013
90,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Third Party insurance,273500,2008
91,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Third Party insurance,344500,2011
92,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,2,5,Bangalore,Third Party insurance,333500,2012
93,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Third Party insurance,336000,2013
94,Hyundai,i10,Sportz,Manual,1197,78,111.0,20.36,Petrol,None,1,5,Bangalore,Not Available,265000,2011
95,Hyundai,i20,1.2 Asta,Manual,1197,80,11.0,17.0,Petrol,None,2,5,Bangalore,Third Party insurance,461000,2011
96,Hyundai,i20,1.2 Magna Executive,Manual,1197,81,114.0,18.6,Petrol,Red,2,5,Bangalore,Third Party insurance,610000,2017
97,Hyundai,i20,SX Diesel,Manual,1396,88,219.0,21.19,Diesel,None,1,5,Bangalore,Third Party insurance,632500,2015
98,Hyundai,i20,Asta 1.2,Manual,1197,81,114.0,18.6,Petrol,None,1,5,Bangalore,Third Party insurance,634500,2016
99,Hyundai,i20,Asta 1.2,Manual,1197,81,114.0,18.6,Petrol,None,1,5,Bangalore,Third Party insurance,567500,2014
100,Hyundai,i20,Asta 1.2,Manual,1197,81,114.0,18.6,Petrol,None,1,5,Bangalore,Third Party insurance,490000,2014
101,Hyundai,i20,Asta 1.4 CRDi,Manual,1396,88,219.0,21.27,Diesel,None,1,5,Bangalore,Third Party insurance,421000,2012
102,Hyundai,i20,Asta Option CVT,Automatic,1197,81,117.0,17.4,Petrol,None,1,5,Bangalore,Third Party insurance,944000,2020
103,Hyundai,i20,Asta,Manual,1197,80,11.0,17.0,Petrol,None,2,5,Bangalore,Third Party insurance,439500,2013
104,Hyundai,i20,Era 1.2,Manual,1197,81,114.0,18.6,Petrol,Red,1,5,Bangalore,Third Party insurance,567000,2015
105,Hyundai,i20,Era 1.4 CRDi,Manual,1396,88,219.0,22.54,Diesel,None,2,5,Bangalore,Third Party insurance,355000,2012
106,Hyundai,i20,Magna Optional 1.4 CRDi,Manual,1396,88,219.0,21.9,Diesel,None,1,5,Bangalore,Third Party insurance,445500,2014
107,Hyundai,i20,Magna,Manual,1197,80,11.0,18.5,Petrol,None,2,5,Bangalore,Third Party insurance,337500,2010
108,Hyundai,i20,Petrol CVT Asta,Automatic,1197,81,114.0,17.4,Petrol,None,1,5,Bangalore,Third Party insurance,883000,2019
109,Hyundai,i20,Petrol Spotz,Manual,1197,81,114.0,18.6,Petrol,Other,1,5,Bangalore,Third Party insurance,728500,2017
110,Hyundai,i20,Sportz 1.2,Manual,1197,82,113.0,18.5,Petrol,None,1,5,Bangalore,Not Available,469000,2014
111,Hyundai,i20,Sportz Diesel,Manual,1493,98,240.0,25.0,Diesel,Other,1,5,Bangalore,Third Party insurance,994000,2021
112,Hyundai,i20,Sportz,Manual,1197,81,114.0,21.0,Petrol,Other,1,5,Bangalore,Third Party insurance,546000,2014
113,Hyundai,Santro,Asta BSIV,Manual,1086,68,99.0,20.3,Petrol,Red,1,5,Bangalore,Third Party insurance,500000,2019
114,Hyundai,Santro,Asta,Manual,1086,68,99.0,20.3,Petrol,Other,1,5,Bangalore,Third Party insurance,583500,2019
115,Hyundai,Santro,GL Plus,Manual,1086,62,96.0,17.92,Petrol,None,2,5,Bangalore,Third Party insurance,290000,2013
116,Hyundai,Venue,SX Turbo,Manual,998,118,172.0,18.27,Petrol,Blue,1,5,Bangalore,Third Party insurance,974000,2020
117,Hyundai,Verna,1.6 EX VTVT,Manual,1591,121,154.0,17.01,Petrol,None,2,5,Bangalore,Third Party insurance,540000,2013
118,Hyundai,Verna,1.6 VTVT SX,Manual,1591,121,154.0,17.01,Petrol,None,1,5,Bangalore,Third Party insurance,673500,2016
119,Hyundai,Xcent,1.2 Kappa SX,Manual,1197,82,114.0,19.1,Petrol,None,1,5,Bangalore,Not Available,526000,2016
120,Jeep,Compass,2.0 Limited,Manual,1956,170,350.0,17.1,Diesel,None,1,5,Bangalore,Third Party insurance,1780500,2018
121,Kia,Seltos,HTK Plus G,Manual,1497,113,144.0,16.8,Petrol,None,1,5,Bangalore,Third Party insurance,1310000,2019
122,Mahindra,KUV,mFALCON G80 K8,Manual,1198,82,115.0,18.15,Petrol,None,1,5,Bangalore,Third Party insurance,424000,2016
123,Mahindra,TUV,T8,Manual,1493,100,240.0,18.49,Diesel,None,2,5,Bangalore,Third Party insurance,739000,2017
124,Mahindra,TUV,T8,Manual,1493,100,240.0,18.49,Diesel,None,1,5,Bangalore,Third Party insurance,695500,2016
125,Mahindra,TUV,T8,Manual,1493,100,240.0,18.49,Diesel,None,2,5,Bangalore,Third Party insurance,720000,2017
126,Mahindra,TUV,T8,Manual,1493,100,240.0,18.49,Diesel,None,1,5,Bangalore,Third Party insurance,713000,2015
127,Mahindra,XUV500,AT W8 FWD,Automatic,2179,140,330.0,16.0,Diesel,None,2,5,Bangalore,Third Party insurance,1103500,2017
128,Maruti,Alto,LXI Airbag,Manual,796,47,69.0,22.74,Petrol,Blue,1,5,Bangalore,Third Party insurance,334000,2017
129,Maruti,Alto,LXI BSIV,Manual,796,47,69.0,24.7,Petrol,Other,1,5,Bangalore,Third Party insurance,315000,2013
130,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,White,2,5,Bangalore,Not Available,290500,2015
131,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,Other,1,5,Bangalore,Third Party insurance,274000,2013
132,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,Silver,1,5,Bangalore,Third Party insurance,265000,2014
133,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,Grey,2,5,Bangalore,Third Party insurance,276500,2014
134,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,Silver,1,5,Bangalore,Not Available,328000,2016
135,Maruti,Alto,LXI,Manual,796,47,69.0,24.7,Petrol,Grey,1,5,Bangalore,Third Party insurance,255000,2018
136,Maruti,Alto,LXI,Manual,796,47,69.0,22.74,Petrol,Silver,1,5,Bangalore,Third Party insurance,305500,2014
137,Maruti,Alto,VXI BSIV,Manual,796,47,69.0,24.7,Petrol,Other,1,5,Bangalore,Third Party insurance,339500,2016
138,Maruti,Alto,VXI Optional,Manual,796,47,69.0,24.7,Petrol,Red,2,5,Bangalore,Third Party insurance,345000,2019
139,Maruti,Alto,VXI Optional,Manual,796,47,69.0,24.7,Petrol,Other,1,5,Bangalore,Third Party insurance,364000,2018
140,Maruti,Alto,VXI,Manual,796,47,69.0,22.74,Petrol,Silver,3,5,Bangalore,Not Available,262000,2014
141,Maruti,Alto,VXI,Manual,796,47,69.0,22.74,Petrol,Red,1,5,Bangalore,Third Party insurance,298000,2014
142,Maruti,Alto,VXI,Manual,796,47,69.0,22.74,Petrol,Other,2,5,Bangalore,Third Party insurance,352500,2016
143,Maruti,Alto,2010-2014 VXI,Manual,998,67,90.0,20.92,Petrol,None,2,5,Bangalore,Third Party insurance,264500,2012
144,Maruti,Alto,2010-2014 VXI,Manual,998,67,90.0,20.92,Petrol,None,1,5,Bangalore,Third Party insurance,221500,2010
145,Maruti,Alto,2010-2014 VXI,Manual,998,67,90.0,20.92,Petrol,None,1,5,Bangalore,Third Party insurance,288500,2012
146,Maruti,Alto,2010-2014 VXI,Manual,998,67,90.0,20.92,Petrol,None,1,5,Bangalore,Third Party insurance,265000,2012
147,Maruti,Alto,VXI AGS Optional,Automatic,998,67,90.0,23.95,Petrol,Grey,1,5,Bangalore,Third Party insurance,392000,2018
148,Maruti,Alto,VXI AMT,Automatic,998,67,90.0,23.95,Petrol,Other,2,5,Bangalore,Third Party insurance,315500,2014
149,Maruti,Alto,VXI,Manual,998,67,90.0,23.95,Petrol,Grey,1,5,Bangalore,Third Party insurance,404500,2019
150,Maruti,Alto,LXi BSIII,Manual,796,46,62.0,19.7,Petrol,None,1,5,Bangalore,Third Party insurance,230500,2010
151,Maruti,Alto,LXi BSIII,Manual,796,46,62.0,19.7,Petrol,None,2,5,Bangalore,Not Available,196000,2008
152,Maruti,Alto,LXi BSIII,Manual,796,46,62.0,19.7,Petrol,None,1,5,Bangalore,Third Party insurance,220000,2010
153,Maruti,Alto,LXi,Manual,796,46,62.0,19.7,Petrol,None,1,5,Bangalore,Third Party insurance,260000,2013
154,Maruti,Baleno,1.2 Alpha,Manual,1197,83,115.0,21.4,Petrol,None,1,5,Bangalore,Third Party insurance,796000,2018
155,Maruti,Baleno,1.2 Alpha,Manual,1197,83,115.0,21.4,Petrol,None,1,5,Bangalore,Third Party insurance,661500,2016
156,Maruti,Baleno,1.2 CVT Zeta,Automatic,1197,83,115.0,21.4,Petrol,None,1,5,Bangalore,Third Party insurance,770000,2018
157,Maruti,Baleno,1.2 Delta,Manual,1197,83,115.0,21.4,Petrol,Blue,1,5,Bangalore,Third Party insurance,620000,2018
158,Maruti,Baleno,1.2 Delta,Manual,1197,83,115.0,21.4,Petrol,Red,1,5,Bangalore,Third Party insurance,600000,2018
159,Maruti,Baleno,1.2 Delta,Manual,1197,83,115.0,21.4,Petrol,Silver,1,5,Bangalore,Third Party insurance,590000,2017
160,Maruti,Baleno,1.2 Delta,Manual,1197,83,115.0,21.4,Petrol,Blue,1,5,Bangalore,Third Party insurance,594500,2016
161,Maruti,Baleno,1.2 Zeta,Manual,1197,83,115.0,21.4,Petrol,None,1,5,Bangalore,Third Party insurance,651000,2019
162,Maruti,Baleno,1.3 Alpha,Manual,1248,74,190.0,27.39,Diesel,None,1,5,Bangalore,Third Party insurance,670000,2017
163,Maruti,Baleno,1.3 Alpha,Manual,1248,74,190.0,27.39,Diesel,None,1,5,Bangalore,Third Party insurance,625000,2016
164,Maruti,Baleno,Alpha Diesel,Manual,1248,74,190.0,27.39,Diesel,None,1,5,Bangalore,Third Party insurance,740500,2017
165,Maruti,Baleno,Delta,Manual,1197,81,113.0,21.01,Petrol,Blue,1,5,Bangalore,Third Party insurance,550000,2016
166,Maruti,Celerio,VXI AMT BSIV,Automatic,998,67,90.0,23.1,Petrol,Other,1,5,Bangalore,Third Party insurance,431000,2016
167,Maruti,Celerio,VXI AMT BSIV,Automatic,998,67,90.0,23.1,Petrol,Other,1,5,Bangalore,Third Party insurance,360000,2014
168,Maruti,Celerio,VXI AMT BSIV,Automatic,998,67,90.0,23.1,Petrol,Silver,2,5,Bangalore,Third Party insurance,453500,2016
169,Maruti,Celerio,VXi AMT,Automatic,998,67,90.0,21.63,Petrol,Maroon,1,5,Bangalore,Third Party insurance,500000,2018
170,Maruti,Celerio,VXi AMT,Automatic,998,67,90.0,21.63,Petrol,Other,2,5,Bangalore,Third Party insurance,380500,2014
171,Maruti,Celerio,VXI AT,Automatic,998,67,90.0,23.1,Petrol,Red,1,5,Bangalore,Not Available,463500,2015
172,Maruti,Celerio,VXI AT,Automatic,998,67,90.0,23.1,Petrol,Red,2,5,Bangalore,Third Party insurance,399000,2014
173,Maruti,Celerio,VXI AT,Manual,998,67,90.0,23.1,Petrol,Maroon,1,5,Bangalore,Not Available,400000,2014
174,Maruti,Celerio,VXI AT,Automatic,998,67,90.0,23.1,Petrol,Other,1,5,Bangalore,Third Party insurance,486326,2016
175,Maruti,Celerio,VXI AT,Automatic,998,67,90.0,23.1,Petrol,Other,1,5,Bangalore,Third Party insurance,439500,2015
176,Maruti,Celerio,VXI Optional,Manual,998,67,90.0,23.1,Petrol,White,1,5,Bangalore,Third Party insurance,400000,2016
177,Maruti,Celerio,VXI,Manual,998,67,90.0,21.63,Petrol,Other,1,5,Bangalore,Third Party insurance,551372,2018
178,Maruti,Celerio,VXI Option,Manual,998,67,90.0,21.63,Petrol,White,2,5,Bangalore,Third Party insurance,471500,2018
179,Maruti,Celerio,ZXI AMT,Automatic,998,67,90.0,21.63,Petrol,Other,1,5,Bangalore,Third Party insurance,443000,2015
180,Maruti,Celerio,ZXI AMT,Automatic,998,67,90.0,21.63,Petrol,Grey,2,5,Bangalore,Third Party insurance,410000,2015
181,Maruti,Celerio,ZXI AMT,Automatic,998,67,90.0,21.63,Petrol,White,1,5,Bangalore,Third Party insurance,461500,2016
182,Maruti,Celerio,ZXI AMT,Automatic,998,67,90.0,21.63,Petrol,Other,1,5,Bangalore,Third Party insurance,539000,2019
183,Maruti,Celerio,ZXI AT,Automatic,998,67,90.0,23.1,Petrol,White,1,5,Bangalore,Third Party insurance,470000,2017
184,Maruti,Celerio,ZXI AT,Manual,998,67,90.0,23.1,Petrol,Maroon,2,5,Bangalore,Not Available,440000,2016
185,Maruti,Celerio,ZXI MT BSIV,Manual,998,67,90.0,23.1,Petrol,Red,1,5,Bangalore,Third Party insurance,496500,2018
186,Maruti,Celerio,ZXI,Manual,998,67,90.0,21.63,Petrol,Other,1,5,Bangalore,Third Party insurance,480000,2018
187,Maruti,Ciaz,1.3 Alpha,Manual,1248,88,200.0,28.09,Diesel,None,1,5,Bangalore,Third Party insurance,790000,2017
188,Maruti,Ciaz,1.4 AT Alpha,Automatic,1373,91,130.0,19.12,Petrol,None,1,5,Bangalore,Third Party insurance,730000,2017
189,Maruti,Ciaz,1.4 Zeta,Manual,1373,91,130.0,20.73,Petrol,None,1,5,Bangalore,Third Party insurance,788500,2018
190,Maruti,Ciaz,ZXi,Manual,1373,91,130.0,20.73,Petrol,None,1,5,Bangalore,Third Party insurance,500000,2015
191,Maruti,Eeco,5 Seater AC BSIV,Manual,1196,73,101.0,15.37,Petrol,Grey,1,5,Bangalore,Third Party insurance,467885,2018
192,Maruti,Eeco,5 Seater AC BSIV,Manual,1196,73,101.0,15.37,Petrol,Other,1,5,Bangalore,Third Party insurance,464000,2019
193,Maruti,Eeco,5 Seater AC,Manual,1196,72,98.0,16.11,Petrol,White,1,5,Bangalore,Third Party insurance,430000,2019
194,Maruti,Eeco,5 Seater AC,Manual,1196,72,98.0,16.11,Petrol,Silver,1,5,Bangalore,Third Party insurance,430000,2018
195,Maruti,Eeco,5 Seater AC,Manual,1196,72,98.0,16.11,Petrol,Other,1,5,Bangalore,Third Party insurance,407500,2016
196,Maruti,Eeco,5 Seater AC,Manual,1196,72,98.0,16.11,Petrol,Other,1,5,Bangalore,Third Party insurance,430000,2019
197,Maruti,Ertiga,VDI,Manual,1248,88,200.0,20.77,Diesel,Other,1,5,Bangalore,Third Party insurance,712500,2014
198,Maruti,Ertiga,VDI,Manual,1248,88,200.0,20.77,Diesel,Other,1,5,Bangalore,Third Party insurance,702000,2014
199,Maruti,Ertiga,VXI,Manual,1462,103,138.0,19.01,Petrol,Other,1,5,Bangalore,Third Party insurance,820500,2017
200,Maruti,Estilo,LXI,Manual,1061,88,1061.0,19.5,Petrol,None,1,5,Bangalore,Third Party insurance,231000,2011
201,Maruti,Ignis,1.2 AMT Delta BSIV,Automatic,1197,81,113.0,20.89,Petrol,Silver,1,5,Bangalore,Third Party insurance,622000,2018
202,Maruti,Ignis,1.2 Delta BSIV,Manual,1197,81,113.0,20.89,Petrol,Grey,1,5,Bangalore,Third Party insurance,470000,2018
203,Maruti,Ignis,1.2 Delta BSIV,Manual,1197,81,113.0,20.89,Petrol,Other,1,5,Bangalore,Third Party insurance,558500,2018
204,Maruti,Ignis,1.2 Zeta BSIV,Manual,1197,81,113.0,20.89,Petrol,None,1,5,Bangalore,Third Party insurance,536500,2017
205,Maruti,Omni,E MPI STD BSIV,Manual,796,34,59.0,16.8,Petrol,None,1,5,Bangalore,Third Party insurance,298500,2015
